,0
0,13.795897
1,14.098409
2,12.928068
3,12.924695
4,12.747419
5,13.932995
6,12.663527
7,14.246079
8,13.35301
9,12.597317
10,12.918839
11,13.663833
12,11.706472
13,12.138562
14,13.035668
15,15.118166
16,11.859038
17,14.091942
18,14.119853
19,11.886066
20,14.492849
21,15.175116
22,14.934207
23,15.302233
24,13.065605
25,13.217866
26,13.708705
27,13.245351
28,12.440267
29,14.253805
30,13.90277
31,14.2239485
32,14.691477
33,15.83409
34,16.510826
35,14.973657
36,15.30766
37,16.058062
38,16.241028
39,17.963936
40,14.026381
41,14.527667
42,14.3933525
43,14.742765
44,13.964343
45,13.959819
46,13.890961
47,14.877914
48,14.483148
49,14.443167
50,13.566668
51,13.750232
52,13.731618
53,14.670994
54,14.654479
55,13.390623
56,12.326294
57,13.643088
58,13.691446
59,12.9897375
60,13.235601
61,14.276079
62,13.481161
63,13.03626
64,11.95221
65,12.419016
66,14.641986
67,11.564351
68,12.609229
69,13.58377
70,12.788369
71,12.971151
72,14.429081
73,13.445219
74,13.773787
75,13.217464
76,13.338629
77,15.383975
78,12.751668
79,13.140367
80,13.71385
81,14.508678
82,14.523335
83,13.585771
84,13.597846
85,16.280067
86,14.621485
87,15.663179
88,14.725559
89,14.651562
90,15.8451185
91,14.994191
92,14.3986025
93,14.006597
94,14.824512
95,15.224657
96,12.773914
97,14.41412
98,12.687552
99,15.359231
100,13.746345
101,15.971962
102,15.422107
103,14.789818
104,12.751859
105,13.122124
106,14.721632
107,13.42283
108,11.892851
109,13.313859
110,14.553693
111,12.644946
112,14.4988575
113,13.213434
114,14.975899
115,14.643858
116,12.822548
117,13.493059
118,13.967632
119,12.413155
120,13.626323
121,11.928774
122,12.514988
123,12.490827
124,13.193069
125,11.968164
126,13.91578
127,15.356704
128,14.896948
129,16.020117
130,13.323014
131,13.822422
132,14.1383095
133,15.368842
134,14.928752
135,13.241835
136,13.138448
137,14.599076
138,13.946415
139,14.416086
140,12.433572
141,16.145546
142,14.813767
143,14.467532
144,15.852423
145,14.74983
146,14.196239
147,16.988008
148,14.082587
149,14.107356
150,15.340384
151,13.508366
152,13.758563
153,15.183374
154,14.31849
155,13.105162
156,14.077814
157,13.066733
158,12.493461
159,14.304712
160,15.591368
161,14.113318
162,13.606322
163,12.534003
164,15.547548
165,14.520469
166,13.699016
167,14.43997
168,13.024378
169,14.449815
170,14.913813
171,13.231281
172,12.54589
173,12.327615
174,13.253226
175,13.994219
176,11.7732935
177,12.170874
178,12.416764
179,14.168946
180,13.742348
181,13.365539
182,12.410245
183,15.337563
184,16.089281
185,13.515894
186,14.458275
187,14.613826
188,15.17502
189,14.705456
190,13.800756
191,15.373064
192,13.894866
193,15.355629
194,14.669793
195,17.475618
196,13.927614
197,16.40643
198,13.899733
199,13.544557
200,15.969755
201,13.520878
202,13.918755
203,15.580417
204,13.326959
205,12.748473
206,14.9504595
207,14.936063
208,15.441731
209,14.386961
210,14.797306
211,14.321932
212,13.433497
213,14.256609
214,13.275325
215,13.306473
216,13.600627
217,12.655143
218,13.363772
219,12.654484
220,15.536518
221,12.767658
222,13.681225
223,12.539576
224,13.283014
225,13.214166
226,12.985123
227,13.448285
228,11.669665
229,13.084667
230,11.716551
231,13.989288
232,12.89378
233,13.994102
234,13.087964
235,12.61601
236,13.073848
237,14.491021
238,13.212112
239,16.857426
240,14.027968
241,12.837326
242,13.752482
243,13.028771
244,16.08702
245,15.365507
246,14.855712
247,15.213957
248,14.307657
249,14.4670725
250,14.344629
251,17.070162
252,15.680013
253,14.45224
254,15.116754
255,14.154461
256,14.521067
257,13.60539
258,14.249733
259,15.466575
260,14.611745
261,14.701776
262,14.563479
263,16.32863
264,14.340747
265,14.931994
266,15.6842375
267,14.978407
268,14.9684
269,13.999517
270,12.887912
271,13.505449
272,13.940394
273,12.674937
274,14.869576
275,13.642659
276,11.830612
277,15.678854
278,13.014543
279,12.98654
280,13.266006
281,13.139928
282,13.248845
283,12.134919
284,12.630922
285,11.8782215
286,12.567306
287,14.664349
288,12.492893
289,13.814081
290,13.438327
291,14.501067
292,13.087746
293,13.523796
294,12.756158
295,13.318116
296,14.687835
297,14.239804
298,15.006488
299,15.747544
300,14.0470915
301,14.606183
302,14.381778
303,16.758022
304,14.957893
305,14.221922
306,14.831488
307,14.758004
308,13.451874
309,15.324708
310,15.173513
311,14.45406
312,13.406273
313,15.047736
314,13.895567
315,15.241634
316,16.042248
317,15.071665
318,14.92503
319,13.597826
320,12.77294
321,15.964794
322,14.42685
323,14.019232
324,12.91757
325,14.412483
326,13.84633
327,13.886098
328,12.988564
329,13.671131
330,13.312712
331,13.904762
332,12.565983
333,12.701612
334,12.527571
335,12.162186
336,12.963478
337,11.069283
338,11.933354
339,11.601026
340,13.034756
341,12.994966
342,12.462006
343,12.210263
344,12.785286
345,13.696128
346,13.634698
347,13.573642
348,14.31059
349,13.049329
350,12.510361
351,14.774188
352,13.443981
353,14.20838
354,13.681784
355,15.396484
356,16.763039
357,13.920336
358,16.514614
359,14.602109
360,14.808961
361,13.641817
362,16.845556
363,12.97655
364,13.983455
365,12.812637
366,13.05418
367,13.314722
368,13.725958
369,13.730653
370,12.407207
371,14.048344
372,14.600902
373,15.678982
374,13.405813
375,14.286612
376,13.558112
377,13.741167
378,13.256557
379,14.927336
380,13.829253
381,14.745597
382,12.8568125
383,12.757247
384,12.860271
385,14.340304
386,13.617464
